[header]
width=64
height=36
tilewidth=20
tileheight=20

[tilesets]
tileset=../tile.art/Tiles.png,20,20,0,0

[layer]
type=Tile Layer 1
data=
6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,5,5,5,5,5,5,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,5,8,8,5,5,5,2,6,6,6,6,6,6,6,6,6,6,
6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,2,6,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,6,2,5,5,8,5,5,5,2,2,2,2,2,2,2,2,2,2,6,
6,2,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,2,2,6,2,5,5,5,2,2,6,6,6,6,6,6,6,6,6,6,2,5,8,5,5,5,5,2,6,2,2,8,5,5,5,5,5,5,5,5,5,8,8,8,2,6,
6,2,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,8,2,2,2,2,5,5,5,8,8,2,6,6,6,6,6,6,6,6,6,2,5,5,8,5,5,5,2,2,2,2,8,8,5,5,5,5,5,5,5,5,5,8,8,2,6,
6,2,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,5,5,5,5,5,8,2,6,6,6,6,6,6,6,6,2,2,5,5,8,8,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,8,2,6,
6,2,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,5,5,5,5,5,5,5,2,2,6,6,6,6,6,2,5,5,5,5,5,8,8,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,2,6,
6,2,8,8,8,2,2,2,2,2,2,2,2,2,2,5,5,8,8,8,8,8,5,5,5,5,5,5,5,5,5,2,6,6,6,2,2,5,5,5,5,5,5,8,8,5,5,5,5,5,8,8,5,5,5,5,5,5,5,5,5,5,2,6,
6,2,8,8,5,5,2,2,2,2,2,2,2,2,5,5,5,5,8,8,8,5,5,5,5,2,5,5,5,5,5,2,6,6,2,5,5,5,5,5,5,5,5,5,8,8,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,2,6,
6,2,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,5,5,5,5,2,2,5,5,5,5,2,6,6,2,5,5,5,5,5,5,5,2,5,5,8,8,5,2,2,2,2,2,2,2,2,5,5,5,5,5,5,2,6,
6,2,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,5,2,2,2,2,6,2,8,5,5,5,2,2,6,2,5,5,5,5,5,5,5,2,2,5,5,8,5,5,2,2,2,2,2,2,5,5,5,5,8,8,5,2,6,
6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,2,2,2,2,8,8,8,5,5,8,8,2,2,8,5,5,2,2,2,2,6,2,5,5,8,5,5,5,5,8,5,5,5,5,8,8,8,8,5,8,2,6,
6,2,5,5,5,5,5,5,5,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,8,8,8,5,5,5,8,8,2,2,8,8,8,5,2,2,2,2,5,5,5,8,5,5,5,5,8,8,5,8,8,8,5,5,5,5,5,2,6,
6,2,5,5,5,5,5,5,5,8,8,8,8,8,5,5,2,2,2,2,5,5,5,5,5,5,8,5,5,5,5,8,8,2,5,5,8,8,8,8,5,5,5,5,5,5,8,8,5,8,8,8,8,8,8,5,5,5,5,5,5,5,2,6,
6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,6,6,2,5,5,5,5,5,5,5,5,5,5,5,8,8,8,5,5,5,5,5,8,8,8,8,8,5,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,2,6,
6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,6,6,2,5,5,5,5,5,5,5,5,5,5,5,8,8,8,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,2,2,2,6,6,
6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,6,2,5,5,5,5,5,5,5,5,5,5,5,5,8,8,5,8,5,5,5,5,5,5,5,8,8,5,5,8,5,5,8,8,8,8,8,8,5,5,5,5,2,6,6,6,6,
6,6,2,2,2,2,5,5,5,5,2,2,2,2,2,2,6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,8,8,5,5,5,5,5,5,8,8,5,5,5,8,8,5,5,5,5,5,8,8,8,8,8,8,2,6,6,6,6,
6,6,2,2,2,5,5,5,5,5,5,2,2,2,2,2,2,8,8,5,5,5,5,5,5,5,5,5,5,5,5,8,5,8,8,8,5,5,8,8,8,8,5,5,5,5,5,8,5,5,5,5,5,5,5,5,8,8,8,2,6,6,6,6,
6,2,5,5,5,5,5,5,5,8,8,5,5,5,5,5,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,5,8,8,5,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,2,2,2,6,6,6,6,6,
6,2,5,5,5,5,5,5,8,8,8,5,5,5,5,5,5,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,2,8,8,8,8,8,5,5,5,5,2,2,2,2,2,2,5,5,5,5,5,5,5,5,2,2,6,6,6,6,6,6,
6,2,5,5,5,5,5,8,8,8,5,5,5,5,5,5,5,5,8,8,8,8,5,2,2,2,2,5,5,5,5,5,2,2,8,8,8,5,5,5,5,5,5,8,8,8,5,8,8,5,5,5,5,2,2,2,5,5,2,6,6,6,6,6,
6,2,5,5,5,5,8,8,8,5,5,5,8,8,5,5,5,5,5,8,8,8,5,2,6,2,5,5,5,5,5,5,6,6,2,8,5,5,5,5,5,5,5,8,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,2,6,6,6,6,
6,2,5,5,5,8,8,8,5,5,5,5,8,8,8,5,5,5,5,2,2,2,2,6,2,5,5,5,5,5,2,2,6,6,2,8,5,5,5,5,5,5,8,8,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,2,6,6,6,
6,2,5,5,8,8,8,5,5,5,5,5,5,8,8,8,5,5,5,5,2,2,2,2,5,5,5,5,5,5,2,6,6,6,2,8,5,5,5,5,5,5,8,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,2,6,6,
6,2,5,8,8,8,5,5,5,5,5,5,5,5,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,2,6,6,6,2,8,5,5,5,5,5,8,8,5,5,5,5,5,5,8,5,2,2,2,2,2,2,5,5,5,5,5,2,6,
6,2,5,5,8,5,5,2,2,2,2,2,2,5,5,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,2,6,6,6,6,2,2,2,5,5,8,8,5,2,2,2,2,2,5,8,5,5,2,6,6,2,5,5,5,5,5,5,2,6,
6,2,5,5,5,5,5,5,2,2,2,2,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,2,2,2,6,6,6,6,6,6,6,2,5,8,8,5,5,5,2,6,6,2,5,5,8,8,5,2,6,2,5,5,5,5,5,5,2,6,
6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,5,5,5,5,2,6,6,6,6,6,6,6,6,6,2,8,5,8,5,5,5,5,2,6,2,5,5,5,8,5,2,6,2,5,5,5,5,8,8,2,6,
6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,5,5,5,5,2,6,6,6,6,6,6,6,6,6,2,5,5,8,5,5,5,5,5,2,2,5,5,5,8,8,5,2,2,5,5,5,5,8,8,2,6,
6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,5,5,5,5,2,6,6,6,6,6,6,6,6,6,6,2,2,2,5,5,5,5,5,5,2,5,5,5,5,8,5,2,2,5,5,5,8,8,8,2,6,
6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,8,8,8,8,5,5,5,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,2,5,5,5,5,5,5,5,5,5,5,5,8,5,2,2,5,5,5,8,8,8,2,6,
6,2,5,5,8,8,8,8,5,5,5,5,5,5,5,2,2,5,8,8,8,8,5,5,5,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,5,5,5,5,5,5,5,5,5,5,5,8,8,5,5,5,5,5,5,5,5,2,6,
6,2,5,5,8,8,8,8,5,5,5,5,5,5,5,2,2,5,8,8,8,5,5,5,5,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,5,5,5,5,5,5,5,5,5,5,5,5,8,8,5,5,5,5,5,5,5,2,6,
6,2,5,5,8,8,8,8,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,5,5,5,5,5,5,5,5,5,8,8,5,5,5,5,5,5,2,6,
6,2,2,2,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,2,2,2,6,
6,6,6,2,8,8,8,8,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,8,5,5,5,2,6,6,6

