[header]
width=64
height=36
tilewidth=20
tileheight=20

[tilesets]
tileset=../tile.art/Tiles.png,20,20,0,0
tileset=../tile.art/Tiles.png,20,20,0,0

[layer]
type=Tile Layer 1
data=
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,7,7,7,7,7,7,1,8,8,8,8,8,8,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,
14,2,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,4,3,8,4,4,4,4,4,4,3,4,4,4,4,4,1,7,
2,2,5,5,5,5,8,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,3,3,4,4,4,4,4,8,3,3,4,4,8,4,1,7,
5,5,5,5,5,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,1,7,
5,5,5,5,5,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,8,4,4,4,4,4,4,4,4,8,4,4,4,1,7,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,4,4,4,4,4,4,4,8,4,8,4,4,4,4,3,4,1,7,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,7,7,7,1,8,4,4,4,4,4,3,3,3,4,4,4,4,3,3,4,1,7,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,7,7,1,8,8,4,4,4,4,8,4,3,4,8,4,8,3,8,3,1,7,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,14,14,14,14,14,14,7,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,7,1,8,8,8,4,4,4,4,8,4,4,4,4,4,4,4,4,1,7,
2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,2,2,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,7,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,7,
14,14,14,14,14,14,14,14,14,2,5,5,8,5,8,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,7,7,7,7,7,7,1,4,4,8,4,4,4,3,3,4,1,7,
14,2,2,2,2,2,2,2,2,5,5,8,8,5,8,8,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,3,1,7,
14,2,5,5,5,5,5,5,5,5,5,8,8,5,8,8,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,8,4,4,4,3,1,7,
14,2,5,5,5,5,5,5,5,5,5,8,8,5,8,8,5,5,5,5,8,8,8,8,8,8,8,8,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,1,1,1,1,1,1,7,
14,2,5,5,5,5,5,5,5,5,5,8,8,8,8,8,5,5,5,8,8,8,8,8,8,8,8,8,1,7,7,7,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,1,7,7,7,7,7,
14,2,5,5,5,5,5,5,5,5,5,5,8,8,8,5,5,5,5,8,8,8,8,8,8,8,8,8,1,7,7,7,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,1,1,1,1,7,
14,2,5,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,1,7,7,7,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,1,7,
14,2,5,8,5,5,8,8,5,5,2,2,2,2,2,2,2,2,5,5,8,8,8,8,1,1,1,1,1,7,7,7,1,1,1,1,1,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,8,8,8,4,4,4,3,1,7,
14,2,5,5,5,5,5,8,8,8,5,2,14,14,14,14,2,5,5,5,8,8,8,8,8,1,7,7,7,7,7,7,7,7,7,1,8,8,8,8,8,8,8,8,8,8,1,7,7,7,7,7,7,1,8,8,8,8,3,4,3,3,1,7,
14,2,5,5,5,5,5,5,5,8,5,5,2,2,2,2,5,5,5,5,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,8,8,8,8,8,3,3,3,3,1,7,
14,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,1,7,
14,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,1,7,
14,14,14,14,14,14,14,2,8,5,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,1,1,
14,2,2,2,2,2,2,8,8,5,5,5,5,5,5,2,2,2,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,
14,2,5,5,5,5,8,8,8,5,5,5,5,5,5,2,14,2,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,
14,2,5,5,5,5,5,8,8,5,5,5,5,5,5,2,14,2,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,
14,2,5,5,5,5,5,8,5,5,5,5,5,5,5,2,14,2,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,
14,2,8,8,8,5,5,8,5,2,2,2,2,2,2,2,14,2,2,2,2,2,2,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,3,3,3,3,3,
14,2,8,8,8,8,5,8,5,5,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,7,7,7,1,8,8,8,8,8,8,8,8,8,8,8,8,1,7,7,7,7,7,7,7,7,7,7,7,7,1,8,8,3,3,3,3,3,3,
14,2,8,8,8,8,5,8,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,3,3,3,3,1,1,
14,2,8,8,8,8,5,5,5,5,5,5,5,5,5,5,8,8,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,1,7,
14,2,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,1,7,
14,2,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,1,7,
14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,7,7,1,8,8,8,8,8,8,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7

